State,Currency,Year,Median Income/Standard Error,USD$
Maryland,CURRENT DOLLARS,2013 ,"Median
income",65262
Maryland,CURRENT DOLLARS,2013 ,"Standard
error",4386
Maryland,CURRENT DOLLARS,2013 ,"Median
income",69353
Maryland,CURRENT DOLLARS,2013 ,"Standard
error",2970
Massachusetts,CURRENT DOLLARS,1986,"Median
income",30339
Massachusetts,CURRENT DOLLARS,1986,"Standard
error",735
Massachusetts,CURRENT DOLLARS,1988,"Median
income",33213
Massachusetts,CURRENT DOLLARS,1988,"Standard
error",839
Massachusetts,CURRENT DOLLARS,1989,"Median
income",36086
Massachusetts,CURRENT DOLLARS,1989,"Standard
error",704
Massachusetts,CURRENT DOLLARS,1990,"Median
income",36247
Massachusetts,CURRENT DOLLARS,1990,"Standard
error",828
Massachusetts,CURRENT DOLLARS,1991,"Median
income",35714
Massachusetts,CURRENT DOLLARS,1991,"Standard
error",790
Massachusetts,CURRENT DOLLARS,1996,"Median
income",39494
Massachusetts,CURRENT DOLLARS,1996,"Standard
error",1932
Massachusetts,CURRENT DOLLARS,1997,"Median
income",42023
Massachusetts,CURRENT DOLLARS,1997,"Standard
error",1383
Massachusetts,CURRENT DOLLARS,1998,"Median
income",42345
Massachusetts,CURRENT DOLLARS,1998,"Standard
error",1961
Massachusetts,CURRENT DOLLARS,2001,"Median
income",52253
Massachusetts,CURRENT DOLLARS,2001,"Standard
error",1518
Massachusetts,CURRENT DOLLARS,2002,"Median
income",49855
Massachusetts,CURRENT DOLLARS,2002,"Standard
error",1153
Massachusetts,CURRENT DOLLARS,2003,"Median
income",50955
Massachusetts,CURRENT DOLLARS,2003,"Standard
error",953
Massachusetts,CURRENT DOLLARS,2005,"Median
income",56017
Massachusetts,CURRENT DOLLARS,2005,"Standard
error",1754
Massachusetts,CURRENT DOLLARS,2006,"Median
income",55330
Massachusetts,CURRENT DOLLARS,2006,"Standard
error",2079
Massachusetts,CURRENT DOLLARS,2007,"Median
income",58463
Massachusetts,CURRENT DOLLARS,2007,"Standard
error",2231
Massachusetts,CURRENT DOLLARS,2008,"Median
income",60320
Massachusetts,CURRENT DOLLARS,2008,"Standard
error",1674
Massachusetts,CURRENT DOLLARS,2011,"Median
income",63313
Massachusetts,CURRENT DOLLARS,2011,"Standard
error",3226
Massachusetts,CURRENT DOLLARS,2012,"Median
income",63656
Massachusetts,CURRENT DOLLARS,2012,"Standard
error",3773
Massachusetts,CURRENT DOLLARS,2014,"Median
income",63151
Massachusetts,CURRENT DOLLARS,2014,"Standard
error",2662
Massachusetts,CURRENT DOLLARS,2015,"Median
income",67861
Massachusetts,CURRENT DOLLARS,2015,"Standard
error",2790
Massachusetts,CURRENT DOLLARS,2016,"Median
income",72266
Massachusetts,CURRENT DOLLARS,2016,"Standard
error",2911
Massachusetts,CURRENT DOLLARS,2017,"Median
income",73227
Massachusetts,CURRENT DOLLARS,2017,"Standard
error",3328
Massachusetts,CURRENT DOLLARS,1984 ,"Median
income",26959
Massachusetts,CURRENT DOLLARS,1984 ,"Standard
error",693
Massachusetts,CURRENT DOLLARS,1985 ,"Median
income",28207
Massachusetts,CURRENT DOLLARS,1985 ,"Standard
error",810
Massachusetts,CURRENT DOLLARS,1987 ,"Median
income",32241
Massachusetts,CURRENT DOLLARS,1987 ,"Standard
error",716
Massachusetts,CURRENT DOLLARS,1992 ,"Median
income",36359
Massachusetts,CURRENT DOLLARS,1992 ,"Standard
error",738
Massachusetts,CURRENT DOLLARS,1993 ,"Median
income",37064
Massachusetts,CURRENT DOLLARS,1993 ,"Standard
error",949
Massachusetts,CURRENT DOLLARS,1994 ,"Median
income",40500
Massachusetts,CURRENT DOLLARS,1994 ,"Standard
error",1060
Massachusetts,CURRENT DOLLARS,1995 ,"Median
income",38574
Massachusetts,CURRENT DOLLARS,1995 ,"Standard
error",1475
Massachusetts,CURRENT DOLLARS,1999 ,"Median
income",44005
Massachusetts,CURRENT DOLLARS,1999 ,"Standard
error",2023
Massachusetts,CURRENT DOLLARS,2000 ,"Median
income",46753
Massachusetts,CURRENT DOLLARS,2000 ,"Standard
error",1357
Massachusetts,CURRENT DOLLARS,2004,"Median
income",52019
Massachusetts,CURRENT DOLLARS,2004,"Standard
error",1667
Massachusetts,CURRENT DOLLARS,2009 ,"Median
income",59373
Massachusetts,CURRENT DOLLARS,2009 ,"Standard
error",1749
Massachusetts,CURRENT DOLLARS,2010 ,"Median
income",60934
Massachusetts,CURRENT DOLLARS,2010 ,"Standard
error",2193
Massachusetts,CURRENT DOLLARS,2013 ,"Median
income",62963
Massachusetts,CURRENT DOLLARS,2013 ,"Standard
error",3456
Massachusetts,CURRENT DOLLARS,2013 ,"Median
income",62529
Massachusetts,CURRENT DOLLARS,2013 ,"Standard
error",5303
Michigan,CURRENT DOLLARS,1986,"Median
income",26605
Michigan,CURRENT DOLLARS,1986,"Standard
error",648
Michigan,CURRENT DOLLARS,1988,"Median
income",29472
Michigan,CURRENT DOLLARS,1988,"Standard
error",607
Michigan,CURRENT DOLLARS,1989,"Median
income",30775
Michigan,CURRENT DOLLARS,1989,"Standard
error",790
Michigan,CURRENT DOLLARS,1990,"Median
income",29937
Michigan,CURRENT DOLLARS,1990,"Standard
error",663
Michigan,CURRENT DOLLARS,1991,"Median
income",32117
Michigan,CURRENT DOLLARS,1991,"Standard
error",689
Michigan,CURRENT DOLLARS,1996,"Median
income",39225
Michigan,CURRENT DOLLARS,1996,"Standard
error",1143
Michigan,CURRENT DOLLARS,1997,"Median
income",38742
Michigan,CURRENT DOLLARS,1997,"Standard
error",1108
Michigan,CURRENT DOLLARS,1998,"Median
income",41821
Michigan,CURRENT DOLLARS,1998,"Standard
error",917
Michigan,CURRENT DOLLARS,2001,"Median
income",45047
Michigan,CURRENT DOLLARS,2001,"Standard
error",868
Michigan,CURRENT DOLLARS,2002,"Median
income",42715
Michigan,CURRENT DOLLARS,2002,"Standard
error",1115
Michigan,CURRENT DOLLARS,2003,"Median
income",45022
Michigan,CURRENT DOLLARS,2003,"Standard
error",950
Michigan,CURRENT DOLLARS,2005,"Median
income",45933
Michigan,CURRENT DOLLARS,2005,"Standard
error",915
Michigan,CURRENT DOLLARS,2006,"Median
income",48647
Michigan,CURRENT DOLLARS,2006,"Standard
error",966
Michigan,CURRENT DOLLARS,2007,"Median
income",49370
Michigan,CURRENT DOLLARS,2007,"Standard
error",798
Michigan,CURRENT DOLLARS,2008,"Median
income",49788
Michigan,CURRENT DOLLARS,2008,"Standard
error",1154
Michigan,CURRENT DOLLARS,2011,"Median
income",48879
Michigan,CURRENT DOLLARS,2011,"Standard
error",1844
Michigan,CURRENT DOLLARS,2012,"Median
income",50015
Michigan,CURRENT DOLLARS,2012,"Standard
error",1515
Michigan,CURRENT DOLLARS,2014,"Median
income",52005
Michigan,CURRENT DOLLARS,2014,"Standard
error",1199
Michigan,CURRENT DOLLARS,2015,"Median
income",54203
Michigan,CURRENT DOLLARS,2015,"Standard
error",2005
Michigan,CURRENT DOLLARS,2016,"Median
income",57091
Michigan,CURRENT DOLLARS,2016,"Standard
error",1908
Michigan,CURRENT DOLLARS,2017,"Median
income",57700
Michigan,CURRENT DOLLARS,2017,"Standard
error",2337
Michigan,CURRENT DOLLARS,1984 ,"Median
income",22965
Michigan,CURRENT DOLLARS,1984 ,"Standard
error",635
Michigan,CURRENT DOLLARS,1985 ,"Median
income",24242
Michigan,CURRENT DOLLARS,1985 ,"Standard
error",838
Michigan,CURRENT DOLLARS,1987 ,"Median
income",27702
Michigan,CURRENT DOLLARS,1987 ,"Standard
error",724
Michigan,CURRENT DOLLARS,1992 ,"Median
income",32267
Michigan,CURRENT DOLLARS,1992 ,"Standard
error",761
Michigan,CURRENT DOLLARS,1993 ,"Median
income",32662
Michigan,CURRENT DOLLARS,1993 ,"Standard
error",682
Michigan,CURRENT DOLLARS,1994 ,"Median
income",35284
Michigan,CURRENT DOLLARS,1994 ,"Standard
error",685
Michigan,CURRENT DOLLARS,1995 ,"Median
income",36426
Michigan,CURRENT DOLLARS,1995 ,"Standard
error",994
Michigan,CURRENT DOLLARS,1999 ,"Median
income",46089
Michigan,CURRENT DOLLARS,1999 ,"Standard
error",1026
Michigan,CURRENT DOLLARS,2000 ,"Median
income",45512
Michigan,CURRENT DOLLARS,2000 ,"Standard
error",1095
Michigan,CURRENT DOLLARS,2004,"Median
income",42256
Michigan,CURRENT DOLLARS,2004,"Standard
error",858
Michigan,CURRENT DOLLARS,2009 ,"Median
income",45994
Michigan,CURRENT DOLLARS,2009 ,"Standard
error",1003
Michigan,CURRENT DOLLARS,2010 ,"Median
income",46276
Michigan,CURRENT DOLLARS,2010 ,"Standard
error",1737
Michigan,CURRENT DOLLARS,2013 ,"Median
income",48801
Michigan,CURRENT DOLLARS,2013 ,"Standard
error",2229
Michigan,CURRENT DOLLARS,2013 ,"Median
income",56567
Michigan,CURRENT DOLLARS,2013 ,"Standard
error",1587
Minnesota,CURRENT DOLLARS,1986,"Median
income",26443
Minnesota,CURRENT DOLLARS,1986,"Standard
error",1150
Minnesota,CURRENT DOLLARS,1988,"Median
income",29087
Minnesota,CURRENT DOLLARS,1988,"Standard
error",1041
Minnesota,CURRENT DOLLARS,1989,"Median
income",30185
Minnesota,CURRENT DOLLARS,1989,"Standard
error",1278
Minnesota,CURRENT DOLLARS,1990,"Median
income",31465
Minnesota,CURRENT DOLLARS,1990,"Standard
error",1028
Minnesota,CURRENT DOLLARS,1991,"Median
income",29479
Minnesota,CURRENT DOLLARS,1991,"Standard
error",1146
Minnesota,CURRENT DOLLARS,1996,"Median
income",40991
Minnesota,CURRENT DOLLARS,1996,"Standard
error",1225
Minnesota,CURRENT DOLLARS,1997,"Median
income",42564
Minnesota,CURRENT DOLLARS,1997,"Standard
error",1510
Minnesota,CURRENT DOLLARS,1998,"Median
income",47926
Minnesota,CURRENT DOLLARS,1998,"Standard
error",2115
Minnesota,CURRENT DOLLARS,2001,"Median
income",52681
Minnesota,CURRENT DOLLARS,2001,"Standard
error",1134
Minnesota,CURRENT DOLLARS,2002,"Median
income",54622
Minnesota,CURRENT DOLLARS,2002,"Standard
error",1196
Minnesota,CURRENT DOLLARS,2003,"Median
income",52823
Minnesota,CURRENT DOLLARS,2003,"Standard
error",1228
Minnesota,CURRENT DOLLARS,2005,"Median
income",54215
Minnesota,CURRENT DOLLARS,2005,"Standard
error",1244
Minnesota,CURRENT DOLLARS,2006,"Median
income",56211
Minnesota,CURRENT DOLLARS,2006,"Standard
error",1218
Minnesota,CURRENT DOLLARS,2007,"Median
income",58058
Minnesota,CURRENT DOLLARS,2007,"Standard
error",1888
Minnesota,CURRENT DOLLARS,2008,"Median
income",54925
Minnesota,CURRENT DOLLARS,2008,"Standard
error",1427
Minnesota,CURRENT DOLLARS,2011,"Median
income",57820
Minnesota,CURRENT DOLLARS,2011,"Standard
error",2380
Minnesota,CURRENT DOLLARS,2012,"Median
income",61795
Minnesota,CURRENT DOLLARS,2012,"Standard
error",1339
Minnesota,CURRENT DOLLARS,2014,"Median
income",67244
Minnesota,CURRENT DOLLARS,2014,"Standard
error",3207
Minnesota,CURRENT DOLLARS,2015,"Median
income",68730
Minnesota,CURRENT DOLLARS,2015,"Standard
error",3063
Minnesota,CURRENT DOLLARS,2016,"Median
income",70218
Minnesota,CURRENT DOLLARS,2016,"Standard
error",4045
Minnesota,CURRENT DOLLARS,2017,"Median
income",71920
Minnesota,CURRENT DOLLARS,2017,"Standard
error",2991
Minnesota,CURRENT DOLLARS,1984 ,"Median
income",24436
Minnesota,CURRENT DOLLARS,1984 ,"Standard
error",914
Minnesota,CURRENT DOLLARS,1985 ,"Median
income",23856
Minnesota,CURRENT DOLLARS,1985 ,"Standard
error",1022
Minnesota,CURRENT DOLLARS,1987 ,"Median
income",28082
Minnesota,CURRENT DOLLARS,1987 ,"Standard
error",1113
Minnesota,CURRENT DOLLARS,1992 ,"Median
income",30981
Minnesota,CURRENT DOLLARS,1992 ,"Standard
error",1297
Minnesota,CURRENT DOLLARS,1993 ,"Median
income",33682
Minnesota,CURRENT DOLLARS,1993 ,"Standard
error",1212
Minnesota,CURRENT DOLLARS,1994 ,"Median
income",33644
Minnesota,CURRENT DOLLARS,1994 ,"Standard
error",1360
Minnesota,CURRENT DOLLARS,1995 ,"Median
income",37933
Minnesota,CURRENT DOLLARS,1995 ,"Standard
error",1848
Minnesota,CURRENT DOLLARS,1999 ,"Median
income",47038
Minnesota,CURRENT DOLLARS,1999 ,"Standard
error",1527
Minnesota,CURRENT DOLLARS,2000 ,"Median
income",54251
Minnesota,CURRENT DOLLARS,2000 ,"Standard
error",1703
Minnesota,CURRENT DOLLARS,2004,"Median
income",56104
Minnesota,CURRENT DOLLARS,2004,"Standard
error",1070
Minnesota,CURRENT DOLLARS,2009 ,"Median
income",56090
Minnesota,CURRENT DOLLARS,2009 ,"Standard
error",1237
Minnesota,CURRENT DOLLARS,2010 ,"Median
income",52321
Minnesota,CURRENT DOLLARS,2010 ,"Standard
error",1606
Minnesota,CURRENT DOLLARS,2013 ,"Median
income",60907
Minnesota,CURRENT DOLLARS,2013 ,"Standard
error",1843
Minnesota,CURRENT DOLLARS,2013 ,"Median
income",64324
Minnesota,CURRENT DOLLARS,2013 ,"Standard
error",3992
Mississippi,CURRENT DOLLARS,1986,"Median
income",16513
Mississippi,CURRENT DOLLARS,1986,"Standard
error",639
Mississippi,CURRENT DOLLARS,1988,"Median
income",18166
Mississippi,CURRENT DOLLARS,1988,"Standard
error",888
Mississippi,CURRENT DOLLARS,1989,"Median
income",19917
Mississippi,CURRENT DOLLARS,1989,"Standard
error",947
Mississippi,CURRENT DOLLARS,1990,"Median
income",20178
Mississippi,CURRENT DOLLARS,1990,"Standard
error",802
Mississippi,CURRENT DOLLARS,1991,"Median
income",19475
Mississippi,CURRENT DOLLARS,1991,"Standard
error",1053
Mississippi,CURRENT DOLLARS,1996,"Median
income",26677
Mississippi,CURRENT DOLLARS,1996,"Standard
error",1316
Mississippi,CURRENT DOLLARS,1997,"Median
income",28499
Mississippi,CURRENT DOLLARS,1997,"Standard
error",1386
Mississippi,CURRENT DOLLARS,1998,"Median
income",29120
Mississippi,CURRENT DOLLARS,1998,"Standard
error",1158
Mississippi,CURRENT DOLLARS,2001,"Median
income",30161
Mississippi,CURRENT DOLLARS,2001,"Standard
error",1186
Mississippi,CURRENT DOLLARS,2002,"Median
income",30882
Mississippi,CURRENT DOLLARS,2002,"Standard
error",766
Mississippi,CURRENT DOLLARS,2003,"Median
income",32728
Mississippi,CURRENT DOLLARS,2003,"Standard
error",1113
Mississippi,CURRENT DOLLARS,2005,"Median
income",32875
Mississippi,CURRENT DOLLARS,2005,"Standard
error",1292
Mississippi,CURRENT DOLLARS,2006,"Median
income",34733
Mississippi,CURRENT DOLLARS,2006,"Standard
error",1583
Mississippi,CURRENT DOLLARS,2007,"Median
income",37279
Mississippi,CURRENT DOLLARS,2007,"Standard
error",951
Mississippi,CURRENT DOLLARS,2008,"Median
income",36446
Mississippi,CURRENT DOLLARS,2008,"Standard
error",830
Mississippi,CURRENT DOLLARS,2011,"Median
income",41090
Mississippi,CURRENT DOLLARS,2011,"Standard
error",2366
Mississippi,CURRENT DOLLARS,2012,"Median
income",36641
Mississippi,CURRENT DOLLARS,2012,"Standard
error",1546
Mississippi,CURRENT DOLLARS,2014,"Median
income",35521
Mississippi,CURRENT DOLLARS,2014,"Standard
error",1294
Mississippi,CURRENT DOLLARS,2015,"Median
income",40037
Mississippi,CURRENT DOLLARS,2015,"Standard
error",1071
Mississippi,CURRENT DOLLARS,2016,"Median
income",41099
Mississippi,CURRENT DOLLARS,2016,"Standard
error",1226
Mississippi,CURRENT DOLLARS,2017,"Median
income",43441
Mississippi,CURRENT DOLLARS,2017,"Standard
error",2204
Mississippi,CURRENT DOLLARS,1984 ,"Median
income",15430
Mississippi,CURRENT DOLLARS,1984 ,"Standard
error",732
Mississippi,CURRENT DOLLARS,1985 ,"Median
income",16413
Mississippi,CURRENT DOLLARS,1985 ,"Standard
error",619
Mississippi,CURRENT DOLLARS,1987 ,"Median
income",18513
Mississippi,CURRENT DOLLARS,1987 ,"Standard
error",901
Mississippi,CURRENT DOLLARS,1992 ,"Median
income",20570
Mississippi,CURRENT DOLLARS,1992 ,"Standard
error",1074
Mississippi,CURRENT DOLLARS,1993 ,"Median
income",22191
Mississippi,CURRENT DOLLARS,1993 ,"Standard
error",1229
Mississippi,CURRENT DOLLARS,1994 ,"Median
income",25400
Mississippi,CURRENT DOLLARS,1994 ,"Standard
error",752
Mississippi,CURRENT DOLLARS,1995 ,"Median
income",26538
Mississippi,CURRENT DOLLARS,1995 ,"Standard
error",1028
Mississippi,CURRENT DOLLARS,1999 ,"Median
income",32478
Mississippi,CURRENT DOLLARS,1999 ,"Standard
error",1408
Mississippi,CURRENT DOLLARS,2000 ,"Median
income",34299
Mississippi,CURRENT DOLLARS,2000 ,"Standard
error",1354
Mississippi,CURRENT DOLLARS,2004,"Median
income",34755
Mississippi,CURRENT DOLLARS,2004,"Standard
error",1132
Mississippi,CURRENT DOLLARS,2009 ,"Median
income",35078
Mississippi,CURRENT DOLLARS,2009 ,"Standard
error",1304
Mississippi,CURRENT DOLLARS,2010 ,"Median
income",38160
Mississippi,CURRENT DOLLARS,2010 ,"Standard
error",2830
Mississippi,CURRENT DOLLARS,2013 ,"Median
income",40850
Mississippi,CURRENT DOLLARS,2013 ,"Standard
error",2144
Mississippi,CURRENT DOLLARS,2013 ,"Median
income",32338
Mississippi,CURRENT DOLLARS,2013 ,"Standard
error",2730
Missouri,CURRENT DOLLARS,1986,"Median
income",21925
Missouri,CURRENT DOLLARS,1986,"Standard
error",772
Missouri,CURRENT DOLLARS,1988,"Median
income",23443
Missouri,CURRENT DOLLARS,1988,"Standard
error",1088
Missouri,CURRENT DOLLARS,1989,"Median
income",26497
Missouri,CURRENT DOLLARS,1989,"Standard
error",746
Missouri,CURRENT DOLLARS,1990,"Median
income",27332
Missouri,CURRENT DOLLARS,1990,"Standard
error",1394
Missouri,CURRENT DOLLARS,1991,"Median
income",27926
Missouri,CURRENT DOLLARS,1991,"Standard
error",1415
Missouri,CURRENT DOLLARS,1996,"Median
income",34265
Missouri,CURRENT DOLLARS,1996,"Standard
error",1513
Missouri,CURRENT DOLLARS,1997,"Median
income",36553
Missouri,CURRENT DOLLARS,1997,"Standard
error",2060
Missouri,CURRENT DOLLARS,1998,"Median
income",40201
Missouri,CURRENT DOLLARS,1998,"Standard
error",1868
Missouri,CURRENT DOLLARS,2001,"Median
income",41339
Missouri,CURRENT DOLLARS,2001,"Standard
error",1204
Missouri,CURRENT DOLLARS,2002,"Median
income",42776
Missouri,CURRENT DOLLARS,2002,"Standard
error",1074
Missouri,CURRENT DOLLARS,2003,"Median
income",43762
Missouri,CURRENT DOLLARS,2003,"Standard
error",875
Missouri,CURRENT DOLLARS,2005,"Median
income",42986
Missouri,CURRENT DOLLARS,2005,"Standard
error",989
Missouri,CURRENT DOLLARS,2006,"Median
income",44579
Missouri,CURRENT DOLLARS,2006,"Standard
error",1402
Missouri,CURRENT DOLLARS,2007,"Median
income",46005
Missouri,CURRENT DOLLARS,2007,"Standard
error",1104
Missouri,CURRENT DOLLARS,2008,"Median
income",46038
Missouri,CURRENT DOLLARS,2008,"Standard
error",1146
Missouri,CURRENT DOLLARS,2011,"Median
income",45774
Missouri,CURRENT DOLLARS,2011,"Standard
error",2157
Missouri,CURRENT DOLLARS,2012,"Median
income",49764
Missouri,CURRENT DOLLARS,2012,"Standard
error",2042
Missouri,CURRENT DOLLARS,2014,"Median
income",56630
Missouri,CURRENT DOLLARS,2014,"Standard
error",3030
Missouri,CURRENT DOLLARS,2015,"Median
income",59196
Missouri,CURRENT DOLLARS,2015,"Standard
error",2607
Missouri,CURRENT DOLLARS,2016,"Median
income",55016
Missouri,CURRENT DOLLARS,2016,"Standard
error",1719
Missouri,CURRENT DOLLARS,2017,"Median
income",56885
Missouri,CURRENT DOLLARS,2017,"Standard
error",2611
Missouri,CURRENT DOLLARS,1984 ,"Median
income",20775
Missouri,CURRENT DOLLARS,1984 ,"Standard
error",715
Missouri,CURRENT DOLLARS,1985 ,"Median
income",21939
Missouri,CURRENT DOLLARS,1985 ,"Standard
error",608
Missouri,CURRENT DOLLARS,1987 ,"Median
income",23720
Missouri,CURRENT DOLLARS,1987 ,"Standard
error",1167
Missouri,CURRENT DOLLARS,1992 ,"Median
income",27361
Missouri,CURRENT DOLLARS,1992 ,"Standard
error",1451
Missouri,CURRENT DOLLARS,1993 ,"Median
income",28682
Missouri,CURRENT DOLLARS,1993 ,"Standard
error",1466
Missouri,CURRENT DOLLARS,1994 ,"Median
income",30190
Missouri,CURRENT DOLLARS,1994 ,"Standard
error",1442
Missouri,CURRENT DOLLARS,1995 ,"Median
income",34825
Missouri,CURRENT DOLLARS,1995 ,"Standard
error",1373
Missouri,CURRENT DOLLARS,1999 ,"Median
income",41383
Missouri,CURRENT DOLLARS,1999 ,"Standard
error",1191
Missouri,CURRENT DOLLARS,2000 ,"Median
income",45097
Missouri,CURRENT DOLLARS,2000 ,"Standard
error",1187
Missouri,CURRENT DOLLARS,2004,"Median
income",42137
Missouri,CURRENT DOLLARS,2004,"Standard
error",1073
Missouri,CURRENT DOLLARS,2009 ,"Median
income",48769
Missouri,CURRENT DOLLARS,2009 ,"Standard
error",1595
Missouri,CURRENT DOLLARS,2010 ,"Median
income",45817
Missouri,CURRENT DOLLARS,2010 ,"Standard
error",2157
Missouri,CURRENT DOLLARS,2013 ,"Median
income",50311
Missouri,CURRENT DOLLARS,2013 ,"Standard
error",3698
Missouri,CURRENT DOLLARS,2013 ,"Median
income",46303
Missouri,CURRENT DOLLARS,2013 ,"Standard
error",4134
Montana,CURRENT DOLLARS,1986,"Median
income",20328
Montana,CURRENT DOLLARS,1986,"Standard
error",749
Montana,CURRENT DOLLARS,1988,"Median
income",22231
Montana,CURRENT DOLLARS,1988,"Standard
error",829
Montana,CURRENT DOLLARS,1989,"Median
income",23692
Montana,CURRENT DOLLARS,1989,"Standard
error",1311
Montana,CURRENT DOLLARS,1990,"Median
income",23375
Montana,CURRENT DOLLARS,1990,"Standard
error",983
Montana,CURRENT DOLLARS,1991,"Median
income",24827
Montana,CURRENT DOLLARS,1991,"Standard
error",890
Montana,CURRENT DOLLARS,1996,"Median
income",28684
Montana,CURRENT DOLLARS,1996,"Standard
error",1566
Montana,CURRENT DOLLARS,1997,"Median
income",29212
Montana,CURRENT DOLLARS,1997,"Standard
error",1145
Montana,CURRENT DOLLARS,1998,"Median
income",31577
Montana,CURRENT DOLLARS,1998,"Standard
error",1133
Montana,CURRENT DOLLARS,2001,"Median
income",32126
Montana,CURRENT DOLLARS,2001,"Standard
error",737
Montana,CURRENT DOLLARS,2002,"Median
income",34835
Montana,CURRENT DOLLARS,2002,"Standard
error",1212
Montana,CURRENT DOLLARS,2003,"Median
income",34108
Montana,CURRENT DOLLARS,2003,"Standard
error",1067
Montana,CURRENT DOLLARS,2005,"Median
income",37313
Montana,CURRENT DOLLARS,2005,"Standard
error",1161
Montana,CURRENT DOLLARS,2006,"Median
income",41105
Montana,CURRENT DOLLARS,2006,"Standard
error",697
Montana,CURRENT DOLLARS,2007,"Median
income",43655
Montana,CURRENT DOLLARS,2007,"Standard
error",1699
Montana,CURRENT DOLLARS,2008,"Median
income",42900
Montana,CURRENT DOLLARS,2008,"Standard
error",1764
Montana,CURRENT DOLLARS,2011,"Median
income",40277
Montana,CURRENT DOLLARS,2011,"Standard
error",2036
Montana,CURRENT DOLLARS,2012,"Median
income",45088
Montana,CURRENT DOLLARS,2012,"Standard
error",2565
Montana,CURRENT DOLLARS,2014,"Median
income",51102
Montana,CURRENT DOLLARS,2014,"Standard
error",1778
Montana,CURRENT DOLLARS,2015,"Median
income",51395
Montana,CURRENT DOLLARS,2015,"Standard
error",2937
Montana,CURRENT DOLLARS,2016,"Median
income",57075
Montana,CURRENT DOLLARS,2016,"Standard
error",2880
Montana,CURRENT DOLLARS,2017,"Median
income",59087
Montana,CURRENT DOLLARS,2017,"Standard
error",2589
Montana,CURRENT DOLLARS,1984 ,"Median
income",19536
Montana,CURRENT DOLLARS,1984 ,"Standard
error",720
Montana,CURRENT DOLLARS,1985 ,"Median
income",20236
Montana,CURRENT DOLLARS,1985 ,"Standard
error",800
Montana,CURRENT DOLLARS,1987 ,"Median
income",20474
Montana,CURRENT DOLLARS,1987 ,"Standard
error",799
